,source,tweets_text,bias,text
47,@TheIJR,"""the people of virginia’s fourth congressional district lost a hero who always, always fought for them and put them… https://t.co/7qiy3hhxvo",-0.5,"`` people virginia ’ fourth congressional district lost hero always , always fought put them…"
48,@TheIJR,"""the timing of it during these dark times at disney is very obviously sketchy.""

https://t.co/vs5gz1vikp",-0.5,`` timing dark times disney obviously sketchy . ''
49,@TheIJR,"“it’s unfortunate that that’s how my mom, you know, phrased me as a person.""

https://t.co/ot5sltumqi",-0.5,"“ ’ unfortunate ’ mom , know , phrased person . ''"
50,@TheIJR,"“word on the street is that you guys aren’t allowed to be liberal anymore. is that the case?”

https://t.co/xqt38uiz91",-0.5,“ word street guys ’ allowed liberal anymore . case ? ”
51,@TheIJR,"“we’re supposed to be the customers, not the eyeballs for sale.""

https://t.co/vmhvq5qvx8",-0.5,"“ ’ supposed customers , eyeballs sale . ''"
52,@TheIJR,"""i don’t think the categories are inclusive enough at the moment.""

https://t.co/fuwoulmctj",-0.5,`` ’ think categories inclusive enough moment . ''
53,@TheIJR,"“that was my clothes when i opened the bag.”

https://t.co/sctduzdnvx",-0.5,“ clothes opened bag . ”
54,@TheIJR,what do you think about this? https://t.co/n23woe6al0,-0.5,think ?
55,@TheIJR,"""did they sacrifice santa's reindeer?"" https://t.co/gdam103d6p",-0.5,`` sacrifice santa 's reindeer ? ''
56,@TheIJR,"""this was not a perfect election."" https://t.co/kkekcmiafk",-0.5,`` perfect election . ''
57,@TheIJR,do you think mccarthy would make a good leader? https://t.co/bxuxt5nxd6,-0.5,think mccarthy would make good leader ?
58,@TheIJR,“my only wish would have been to start over from scratch and that my parents would have paid closer attention to my… https://t.co/0fbkbfes8z,-0.5,“ wish would start scratch parents would paid closer attention my…
59,@TheIJR,"“this is yet another criminal voting operation.""

https://t.co/gaky6iomn0",-0.5,“ yet another criminal voting operation . ''
60,@TheIJR,"“[for what it’s worth], rep.laughton is a lifelong granite stater.""

https://t.co/cqheyuehgx",-0.5,"“ [ ’ worth ] , rep.laughton lifelong granite stater . ''"
61,@TheIJR,"how do you feel about the word of the year?

https://t.co/hvbs5hbedm",-0.5,feel word year ?
62,@TheIJR,"""you should do us all a favor and give up your twitter next.""

https://t.co/gbhtosh27k",-0.5,`` us favor give twitter next . ''
63,@TheIJR,"""notice what they don't say: that they don't condone lockdowns?""

https://t.co/tlps4bz0tj",-0.5,`` notice n't say : n't condone lockdowns ? ''
64,@TheIJR,"can you guess the total?

https://t.co/1lh1k2rb9c",-0.5,guess total ?
65,@TheIJR,"how would you react in a similar situation?

https://t.co/thj6caoeev",-0.5,would react similar situation ?
66,@TheIJR,"“the white paper represent everything we want to say but cannot say.""

https://t.co/aft5v3dfen",-0.5,“ white paper represent everything want say say . ''
67,@TheIJR,"""the jokes just write themselves.""

https://t.co/uzrbjsavhj",-0.5,`` jokes write . ''
68,@TheIJR,"“america needs to realize that public opinion is shifting in many eu countries.”

https://t.co/9wkqr4fgri",-0.5,“ america needs realize public opinion shifting many eu countries . ”
69,@TheIJR,"“apple has mostly stopped advertising on twitter. do they hate free speech in america?”

https://t.co/judvcfg3wn",-0.5,“ apple mostly stopped advertising twitter . hate free speech america ? ”
70,@TheIJR,"""she’s basically a good person.""

https://t.co/6vqauixukw",-0.5,`` ’ basically good person . ''
71,@TheIJR,"what are your thoughts on this story?

https://t.co/mbra2j2qr5",-0.5,thoughts story ?
72,@TheIJR,"“they are really going to try to normalize this, aren’t they?""

https://t.co/gaixhayer7",-0.5,"“ really going try normalize , ’ ? ''"
73,@TheIJR,"what do you think about this?

https://t.co/ygjwbztyyt",-0.5,think ?
74,@TheIJR,"“someone would’ve had to know the inside of the home, know their routine.”

https://t.co/cktevkfzze",-0.5,"“ someone would ’ know inside home , know routine . ”"
75,@TheIJR,"""when you grow up with a messed-up life and then you’re able to have this transformation where you can make your li… https://t.co/3bz3lpeau2",-0.5,`` grow messed-up life ’ able transformation make li…
76,@TheIJR,"“i’ve told everyone in the white house, from the chief of staff to the first lady.""

https://t.co/z1mf9nczfd",-0.5,"“ ’ told everyone white house , chief staff first lady . ''"
77,@TheIJR,"“you know, mental problems or not, he is exhibiting antisemitic behavior, racism, bigotry.""

https://t.co/ucd5u4cyhz",-0.5,"“ know , mental problems , exhibiting antisemitic behavior , racism , bigotry . ''"
78,@TheIJR,"""i don’t even have a snarky comment about this.""

ttp://ijr.com/s/5424b",-0.5,`` ’ even snarky comment . '' ttp : //ijr.com/s/5424b
79,@TheIJR,"it was called ""a word for our time."" https://t.co/hvbs5hbedm",-0.5,called `` word time . ''
80,@TheIJR,"""too much liberty in this picture."" https://t.co/smxbsfyzmv",-0.5,`` much liberty picture . ''
81,@TheIJR,"""it’s not good, in terms of optics, to give the impression that your best ally is actually making huge profits out… https://t.co/8bubf0tml9",-0.5,"`` ’ good , terms optics , give impression best ally actually making huge profits out…"
82,@TheIJR,do you think jackson's tweet was justified? https://t.co/ybkgatmtow,-0.5,think jackson 's tweet justified ?
83,@TheIJR,"trump: ""kari lake should be installed governor of arizona."" https://t.co/zptm59pemr",-0.5,trump : `` kari lake installed governor arizona . ''
84,@TheIJR,should she step away from the case? https://t.co/t0hogracoz,-0.5,step away case ?
85,@TheIJR,"""as a mother of four, i have been shaken by the disturbing images."" https://t.co/4tbjt1r8s6",-0.5,"`` mother four , shaken disturbing images . ''"
86,@TheIJR,milano received a history lesson. https://t.co/gbhtosprfm,-0.5,milano received history lesson .
87,@TheIJR,"""this is so misleading."" https://t.co/duqapaff4g",-0.5,`` misleading . ''
88,@TheIJR,"'this time, four disgusting words spell out what motivated this and so many other mass murderers.' https://t.co/6mnxfnds0z",-0.5,"'this time , four disgusting words spell motivated many mass murderers . '"
89,@TheIJR,"""the lord has blessed us to be capable of a lot. we trust in god. we trust in each other."" https://t.co/x8lrdwb0dt",-0.5,`` lord blessed us capable lot . trust god . trust . ''
90,@TheIJR,do you think the photo is creepy? https://t.co/uzrbjsavhj,-0.5,think photo creepy ?
91,@TheIJR,do you want trump to run on his 2016 platform for 2024? https://t.co/qtyvh8q1lb,-0.5,want trump run 2016 platform 2024 ?
92,@TheIJR,"""the way that they came after me is absolutely disgusting.”

https://t.co/icxrzejkcg",-0.5,`` way came absolutely disgusting . ”
93,@TheIJR,"""it is important to the future of civilization to have a common digital town square.""

https://t.co/opcymg0p6m",-0.5,`` important future civilization common digital town square . ''
94,@TheIJR,"""she has no business lecturing anyone on the meaning of thanksgiving.""

https://t.co/3csjeswrrf",-0.5,`` business lecturing anyone meaning thanksgiving . ''
95,@TheIJR,"do you think he can assemble a winning team?

https://t.co/htw25qzins",-0.5,think assemble winning team ?
96,@TheIJR,"are you surprised by this?

https://t.co/73oeuagcfy",-0.5,surprised ?
97,@TheIJR,"the news comes as republicans are expected to have a razor-thin majority in the house.

https://t.co/fmugcpenql",-0.5,news comes republicans expected razor-thin majority house .
98,@TheIJR,"how do you think things will play out?

https://t.co/wgeqgfnl8o",-0.5,think things play ?
99,@TheIJR,"""cbs news and stations is resuming its activity on twitter as we continue to monitor the situation.""

https://t.co/8zyh42bqph",-0.5,`` cbs news stations resuming activity twitter continue monitor situation . ''
100,@TheIJR,"do you agree with her?

https://t.co/912sjofblz",-0.5,agree ?
101,@TheIJR,"""need a cheat sheet on the president’s accomplishments?""

https://t.co/ycjflgalfx",-0.5,`` need cheat sheet president ’ accomplishments ? ''
102,@TheIJR,"""i have never, never seen anything like this.""

https://t.co/qrrepnjssr",-0.5,"`` never , never seen anything like . ''"
103,@TheIJR,"""shame on them!”

https://t.co/u72nwn3ppk",-0.5,`` shame ! ”
104,@TheIJR,"“arizonans demand answers.""

https://t.co/d6skwj95ac",-0.5,“ arizonans demand answers . ''
105,@TheIJR,“plaintiff desires that every lawful vote be properly counted and every voter who was eligible to vote be allowed t… https://t.co/xnokumhphc,-0.5,“ plaintiff desires every lawful vote properly counted every voter eligible vote allowed t…
106,@TheIJR,"what did you think of her response?

https://t.co/6nr3wfp7v7",-0.5,think response ?
107,@TheIJR,"“you just can’t make this stuff up.""

https://t.co/iihrskumqj",-0.5,“ ’ make stuff . ''
108,@TheIJR,“how much does it take to prepare a witness for a deposition where she doesn’t have anything to say? that’s confusi… https://t.co/26geqx3rpp,-0.5,“ much take prepare witness deposition ’ anything say ? ’ confusi…
109,@TheIJR,"do you think he'll run for president again?

https://t.co/k0mncphjyd",-0.5,think 'll run president ?
110,@TheIJR,"thoughts?

https://t.co/oqqpqup5c2",-0.5,thoughts ?
111,@TheIJR,"how do you feel about trump being back on twitter?

https://t.co/nkpeo8syje",-0.5,feel trump back twitter ?
112,@TheIJR,"""you’re being disrespectful to our guest.""

https://t.co/w0byg3mzml",-0.5,`` ’ disrespectful guest . ''
113,@TheIJR,"how do you feel about this?

https://t.co/rrj788epmv",-0.5,feel ?
114,@TheIJR,"""what job will she have?”

https://t.co/i6v2wp36rk",-0.5,`` job ? ”
115,@TheIJR,"thoughts?

https://t.co/7jn7pu93uu",-0.5,thoughts ?
116,@TheIJR,"“his achievements during his administration had a great effect on all of us.""

https://t.co/dgtqqf1hej",-0.5,“ achievements administration great effect us . ''
117,@TheIJR,"""‘i won’t back down’ was stolen and used without permission to promote kari lake’s failed campaign.”

https://t.co/rzw5fr5u52",-0.5,`` ‘ ’ back ’ stolen used without permission promote kari lake ’ failed campaign . ”
118,@TheIJR,"did you see this?

https://t.co/qnn0g3i0up",-0.5,see ?
119,@TheIJR,"""disney is not real life and we are higher than turkeys on the pecking order.""

https://t.co/toskpde2lh",-0.5,`` disney real life higher turkeys pecking order . ''
120,@TheIJR,"thoughts?

https://t.co/vxxfxpbc7c",-0.5,thoughts ?
121,@TheIJR,"""it’s been grounding, and a different kind of education that we never could have offered them in a classroom.""

https://t.co/lkl1hre8xr",-0.5,"`` ’ grounding , different kind education never could offered classroom . ''"
122,@TheIJR,"""can you hear me, mr. president?”

https://t.co/jerhbfggyv",-0.5,"`` hear , mr. president ? ”"
123,@TheIJR,"are you excited to see these accounts return?

https://t.co/jhfrapiffp",-0.5,excited see accounts return ?
124,@TheIJR,"“i have been accused of just about every mass shooting there has been since the left has learned of my name.""

https://t.co/n8tmhvfjwm",-0.5,“ accused every mass shooting since left learned name . ''
125,@TheIJR,"do you think he can?

https://t.co/blbut8mppo",-0.5,think ?
126,@TheIJR,"how do you think he looks after the crash?

https://t.co/add0qgzkks",-0.5,think looks crash ?
127,@TheIJR,"“remember the ‘deadpool’ villain that couldn’t feel pain? he’s that guy.""

https://t.co/xvitkxcx06",-0.5,“ remember ‘ deadpool ’ villain ’ feel pain ? ’ guy . ''
128,@TheIJR,"""turns out msnbc's hate filled, racist, homophobic host joy reid is also a thanksgiving denier!""

https://t.co/scgqmadywp",-0.5,"`` turns msnbc 's hate filled , racist , homophobic host joy reid also thanksgiving denier ! ''"
129,@TheIJR,"""todd and julie chrisley are career swindlers who have made a living by jumping from one fraud scheme to another.""

https://t.co/vvo1z9caqk",-0.5,`` todd julie chrisley career swindlers made living jumping one fraud scheme another . ''
130,@TheIJR,"""disney is not real life and we are higher than turkeys on the pecking order. reality bites—sorry!"" https://t.co/kvkhe2cbew",-0.5,`` disney real life higher turkeys pecking order . reality bites—sorry ! ''
131,@TheIJR,"""hello?"" https://t.co/zlpknyvg1b",-0.5,`` hello ? ''
132,@TheIJR,“you’re the best of america.” https://t.co/8f096nxts1,-0.5,“ ’ best america . ”
133,@TheIJR,"""it’s a very different life."" https://t.co/6r9sd78ecf",-0.5,`` ’ different life . ''
134,@TheIJR,op-ed: https://t.co/cvv5ubethj,-0.5,op-ed :
135,@TheIJR,"""we got you covered.”

https://t.co/kdqjyxcral",-0.5,`` got covered . ”
136,@TheIJR,"can you and your family afford to be celebrating thanksgiving?

https://t.co/spo9x7vwhl",-0.5,family afford celebrating thanksgiving ?
137,@TheIJR,"""there’s no fowl play.”

https://t.co/oqjziafb5c",-0.5,`` ’ fowl play . ”
138,@TheIJR,“bring it to me. i’ll do it for free.” https://t.co/ng3oe0o5v3,-0.5,“ bring . ’ free . ”
139,@TheIJR,"have you seen your costs go up?

https://t.co/min74i8ubt",-0.5,seen costs go ?
140,@TheIJR,"""plaintiff desires that every lawful vote be properly counted and every voter who was eligible to vote be allowed t… https://t.co/vxaohcgjxp",-0.5,`` plaintiff desires every lawful vote properly counted every voter eligible vote allowed t…
141,@TheIJR,"what did you think when you saw this?

https://t.co/md4cugadr0",-0.5,think saw ?
142,@TheIJR,"""what a great christmas gift.""

https://t.co/g0qbhzc4nq",-0.5,`` great christmas gift . ''
143,@TheIJR,"“new twitter policy is freedom of speech, but not freedom of reach.” https://t.co/ievn8gycf6",-0.5,"“ new twitter policy freedom speech , freedom reach . ”"
144,@TheIJR,"what's he talking about? 

https://t.co/1wqbptd35j",-0.5,'s talking ?
145,@TheIJR,"""tom’s song, ‘i won’t back down’ was stolen and used without permission to promote kari lake’s failed campaign.”

https://t.co/u53ltwaz5m",-0.5,"`` tom ’ song , ‘ ’ back ’ stolen used without permission promote kari lake ’ failed campaign . ”"
146,@TheIJR,"""cars, by their nature, are moving, which means the panels aren’t usually at an optimal angle."" https://t.co/jvm3bfgtnl",-0.5,"`` cars , nature , moving , means panels ’ usually optimal angle . ''"
147,@TheIJR,"""america cannot stand with a corrupt, two-tiered justice system."" https://t.co/e8yexmyfqj",-0.5,"`` america stand corrupt , two-tiered justice system . ''"
148,@TheIJR,"“two years later.""

ttp://ijr.com/s/d3455",-0.5,“ two years later . '' ttp : //ijr.com/s/d3455
149,@TheIJR,"did you see this?

https://t.co/37rnh2mcrm",-0.5,see ?
150,@TheIJR,"what do you think will happen?

https://t.co/933tykt0m1",-0.5,think happen ?
151,@TheIJR,"“i can’t believe you.""

https://t.co/it6rcvz9kg",-0.5,“ ’ believe . ''
152,@TheIJR,"""it is unprecedented to be handing over tax returns, [and] it creates terrible precedent for future presidents.”

https://t.co/rdtw4whdoa",-0.5,"`` unprecedented handing tax returns , [ ] creates terrible precedent future presidents . ”"
153,@TheIJR,"""i’m not calling out on people who yell.""

https://t.co/qdcylrjbvp",-0.5,`` ’ calling people yell . ''
154,@TheIJR,"""todd and julie chrisley are career swindlers who have made a living by jumping from one fraud scheme to another.""

https://t.co/mr8wh0fior",-0.5,`` todd julie chrisley career swindlers made living jumping one fraud scheme another . ''
155,@TheIJR,"“he just wanted to get out of the hospital.”

https://t.co/kojeolkpuv",-0.5,“ wanted get hospital . ”
156,@TheIJR,"“we need real action on immigration reform.""

https://t.co/c18dt4cinz",-0.5,“ need real action immigration reform . ''
157,@TheIJR,"“here we are at the merch thing.""

https://t.co/r6v86jlv6z",-0.5,“ merch thing . ''
158,@TheIJR,"are you surprised by this?

https://t.co/7cb7vvjpew",-0.5,surprised ?
159,@TheIJR,"are you surprised by this?

https://t.co/gzfx8f7pxv",-0.5,surprised ?
160,@TheIJR,"ouch.

https://t.co/vqpmq3ohor",-0.5,ouch .
161,@TheIJR,"“[they] plan to re-certify the results friday.”

https://t.co/3wj0p5raxm",-0.5,“ [ ] plan re-certify results friday . ”
162,@TheIJR,"""you have super sonic hearing.”

https://t.co/ojofbfksrk",-0.5,`` super sonic hearing . ”
163,@TheIJR,"“mellencamp is one of america’s greatest frauds…always has been.""

https://t.co/jvx4cpbxpz",-0.5,“ mellencamp one america ’ greatest frauds…always . ''
164,@TheIJR,"is this a good move?

https://t.co/acepvjj6de",-0.5,good move ?
165,@TheIJR,"“the supreme court has lost its honor, prestige, and standing.""

https://t.co/ij8fhtfxbf",-0.5,"“ supreme court lost honor , prestige , standing . ''"
166,@TheIJR,"""i will not stop fighting until all voters receive justice.""

https://t.co/mqazdvcrdt",-0.5,`` stop fighting voters receive justice . ''
167,@TheIJR,"“it is not your turn.""

https://t.co/m7py5chwwb",-0.5,“ turn . ''
168,@TheIJR,"what do you think of these accomplishments?

https://t.co/j4nnv717zt",-0.5,think accomplishments ?
169,@TheIJR,"""there’s no reason to redact doe 183 from the documents.""

https://t.co/otxwmvq6z6",-0.5,`` ’ reason redact doe 183 documents . ''
170,@TheIJR,"“we are so grateful for myah’s birth mom, she made a really courageous decision.”

https://t.co/liu7hgtlt8",-0.5,"“ grateful myah ’ birth mom , made really courageous decision . ”"
171,@TheIJR,"“we will try to do everything we can to make sure that nothing happens to it.""

https://t.co/ntu9odkj8d",-0.5,“ try everything make sure nothing happens . ''
172,@TheIJR,"""found in closet at twitter hq."" https://t.co/e49vinhguc",-0.5,`` found closet twitter hq . ''
173,@TheIJR,"""we need real action on immigration reform. we need real border security."" https://t.co/p7edu3vbqi",-0.5,`` need real action immigration reform . need real border security . ''
174,@TheIJR,“well … what are you doing right now?” https://t.co/ptsiidk3fx,-0.5,“ well … right ? ”
175,@TheIJR,"maricopa county, arizona, found itself at the center of controversy on election day. https://t.co/asw6q7oqup",-0.5,"maricopa county , arizona , found center controversy election day ."
176,@TheIJR,"one in four americans doubted they even have the funds to whip up a thanksgiving spread this year, survey finds. https://t.co/s7adeypjm0",-0.5,"one four americans doubted even funds whip thanksgiving spread year , survey finds ."
177,@TheIJR,"how good do you think the cake was?

https://t.co/h993zjbaqv",-0.5,good think cake ?
178,@TheIJR,"what do you think about this?

https://t.co/svgb9rfgqw",-0.5,think ?
179,@TheIJR,"""i am back.""

https://t.co/lxv49sthit",-0.5,`` back . ''
180,@TheIJR,"did you tune into the town hall?

https://t.co/kzlbug0s6g",-0.5,tune town hall ?
181,@TheIJR,"""the chrisleys took out $30 million in fraudulent bank loans to fund their lavish lifestyle and extravagant spendin… https://t.co/za2dlxdgjr",-0.5,`` chrisleys took $ 30 million fraudulent bank loans fund lavish lifestyle extravagant spendin…
182,@TheIJR,"""you wanna talk?”

https://t.co/aypbyr9xml",-0.5,`` wan na talk ? ”
183,@TheIJR,"""the problem is, is what they don’t realize in places like qatar is the fans are the essence of the game. we are wh… https://t.co/ycu99l1iu8",-0.5,"`` problem , ’ realize places like qatar fans essence game . wh…"
184,@TheIJR,"""this is the first time in 26 years that an officer of the saratoga springs police department had to discharge a fi… https://t.co/6vsxn0xf2l",-0.5,`` first time 26 years officer saratoga springs police department discharge fi…
185,@TheIJR,"did you see this?

https://t.co/sn7ma8eqsb",-0.5,see ?
186,@TheIJR,"""i am optimistic that he will make a full recovery.""

https://t.co/e0zkcqvtt5",-0.5,`` optimistic make full recovery . ''
187,@TheIJR,"“we need to find a nominee that is conservative, but also wants to grow the tent for the republican party.""

https://t.co/ceptyg8lai",-0.5,"“ need find nominee conservative , also wants grow tent republican party . ''"
188,@TheIJR,"""never thought it would happen.""

https://t.co/pebrnsxy2b",-0.5,`` never thought would happen . ''
189,@TheIJR,"will he be missed?

https://t.co/ft2u5zdvhx",-0.5,missed ?
190,@TheIJR,"that's a lot of cake.

https://t.co/xe9cepcoqi",-0.5,'s lot cake .
191,@TheIJR,"""you play a game, for entertainment, and seem to have lost your perspective.”

https://t.co/g8cqmpc5kx",-0.5,"`` play game , entertainment , seem lost perspective . ”"
192,@TheIJR,"""he’s literally losing his mind on tv every week man.""

https://t.co/6ngv8hqmvj",-0.5,`` ’ literally losing mind tv every week man . ''
193,@TheIJR,"“we need him now, more than ever.”

https://t.co/prris4bjr1",-0.5,"“ need , ever . ”"
194,@TheIJR,"did you see this?

https://t.co/emzotjteka",-0.5,see ?
195,@TheIJR,"""we have to be on brand at all times.""

https://t.co/qrfnpwm95q",-0.5,`` brand times . ''
196,@TheIJR,"“this is illegal.""

https://t.co/oymtjaijec",-0.5,“ illegal . ''
197,@TheIJR,"what do you think about this?

https://t.co/xssxtunszv",-0.5,think ?
198,@TheIJR,"""the chrisleys have built an empire based on the lie that their wealth came from dedication and hard work."" https://t.co/d2oagvqnzk",-0.5,`` chrisleys built empire based lie wealth came dedication hard work . ''
199,@TheIJR,"""pictures off the walls, and vases on the floor and lamps and stuff."" https://t.co/el4bpyf4u1",-0.5,"`` pictures walls , vases floor lamps stuff . ''"
200,@TheIJR,"""it’s miserable."" https://t.co/eh75xu48su",-0.5,`` ’ miserable . ''
201,@TheIJR,“and the — anyway. you wanna talk?” https://t.co/dlfyw1byel,-0.5,“ — anyway . wan na talk ? ”
202,@TheIJR,"""i am pleased with jay’s progress, and i am optimistic that he will make a full recovery."" https://t.co/pbhwjgpnjb",-0.5,"`` pleased jay ’ progress , optimistic make full recovery . ''"
203,@TheIJR,"""it is not an undue burden."" https://t.co/nlblwo2fyb",-0.5,`` undue burden . ''
204,@TheIJR,"""if neat and tidy is one and filthy is 10, i’d put this at an eight."" https://t.co/kew1gpjpe0",-0.5,"`` neat tidy one filthy 10 , ’ put eight . ''"
205,@TheIJR,"thoughts?

https://t.co/brllimjmza",-0.5,thoughts ?
206,@TheIJR,"how do you feel about this move?

https://t.co/qxrvurbrdd",-0.5,feel move ?
207,@TheIJR,"“mellencamp is one of america’s greatest frauds…always has been.""

https://t.co/rzocaymwcp",-0.5,“ mellencamp one america ’ greatest frauds…always . ''
208,@TheIJR,"""trump was right.""

https://t.co/zslruh6wsl",-0.5,`` trump right . ''
209,@TheIJR,"""this constant stream of hate has led to hundreds of death threats and credible plots against me and my family.""

https://t.co/qqn2ivilhr",-0.5,`` constant stream hate led hundreds death threats credible plots family . ''
210,@TheIJR,"""our lawyers are really loving these.""

https://t.co/odagw7lab8",-0.5,`` lawyers really loving . ''
211,@TheIJR,"are you surprised by this?

https://t.co/qmwi1yiule",-0.5,surprised ?
212,@TheIJR,"what do you think about this?

https://t.co/hyujeyufdc",-0.5,think ?
213,@TheIJR,"'to say he’s growing like a weed doesn’t even do it justice.'

https://t.co/ohsoexqwyk",-0.5,'to say ’ growing like weed ’ even justice . '
214,@TheIJR,"""i’m focused on the battles in the united states senate.""

https://t.co/lkvkh0ahyo",-0.5,`` ’ focused battles united states senate . ''
